"Service Name","Port","Protocol","Description","Risk","DDoS Risk","Open Port Danger","Prepare for Open Port","Recommended Action"
"cfs","7546","UDP","Cisco Fabric service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"cwmp","7547","TCP","Broadband Forum CWMP - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"cwmp","7547","UDP","Broadband Forum CWMP - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"tidp","7548","TCP","Threat Information Distribution Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"tidp","7548","UDP","Threat Information Distribution Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"nls-tl","7549","TCP","Network Layer Signaling Transport Layer - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"nls-tl","7549","UDP","Network Layer Signaling Transport Layer - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","7550","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"cloudsignaling","7550","UDP","Cloud Signaling Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"controlone-con","7551","TCP","ControlONE Console signaling - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7551","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sncp","7560","TCP","Sniffer Command Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sncp","7560","UDP","Sniffer Command Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"cfw","7563","TCP","Control Framework - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7563","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"vsi-omega","7566","TCP","VSI Omega - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"vsi-omega","7566","UDP","VSI Omega - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"dell-eql-asm","7569","TCP","Dell EqualLogic Host Group Management - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7569","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"aries-kfinder","7570","TCP","Aries Kfinder - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"aries-kfinder","7570","UDP","Aries Kfinder - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"coherence","7574","TCP","Oracle Coherence Cluster Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"coherence-disc","7574","UDP","Oracle Coherence Cluster discovery service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"wtmi-panel","7575","TCP","Main access port for WTMI Panel - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7575","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sun-lm","7588","TCP","Sun License Manager - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sun-lm","7588","UDP","Sun License Manager - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"mipi-debug","7606","TCP","MIPI Alliance Debug - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"mipi-debug","7606","UDP","MIPI Alliance Debug - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"indi","7624","TCP","Instrument Neutral Distributed Interface - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"indi","7624","UDP","Instrument Neutral Distributed Interface - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"simco","7626","TCP","SImple Middlebox COnfiguration (SIMCO) Server - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7626","UDP","De-registered - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"simco","7626","SCTP","SImple Middlebox COnfiguration (SIMCO) - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Encrypt connections and restrict access to trusted networks.","No immediate threat, but stay alert."
"soap-http","7627","TCP","SOAP Service Port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"soap-http","7627","UDP","SOAP Service Port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"zen-pawn","7628","TCP","Primary Agent Work Notification - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"zen-pawn","7628","UDP","Primary Agent Work Notification - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"xdas","7629","TCP","OpenXDAS Wire Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"xdas","7629","UDP","OpenXDAS Wire Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"hawk","7630","TCP","HA Web Konsole - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7630","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"tesla-sys-msg","7631","TCP","TESLA System Messaging - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7631","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pmdfmgt","7633","TCP","PMDF Management - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pmdfmgt","7633","UDP","PMDF Management - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"cuseeme","7648","TCP","bonjour-cuseeme - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"cuseeme","7648","UDP","bonjour-cuseeme - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"rome","7663","TCP","Proprietary immutable distributed data storage - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"rome","7663","UDP","Proprietary immutable distributed data storage - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"imqstomp","7672","TCP","iMQ STOMP Server - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7672","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"imqstomps","7673","TCP","iMQ STOMP Server over SSL - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7673","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"imqtunnels","7674","TCP","iMQ SSL tunnel - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"imqtunnels","7674","UDP","iMQ SSL tunnel - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"imqtunnel","7675","TCP","iMQ Tunnel - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"imqtunnel","7675","UDP","iMQ Tunnel - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"imqbrokerd","7676","TCP","iMQ Broker Rendezvous - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"imqbrokerd","7676","UDP","iMQ Broker Rendezvous - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sun-user-https","7677","TCP","Sun App Server - HTTPS - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sun-user-https","7677","UDP","Sun App Server - HTTPS - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"ms-do","7680","TCP","Microsoft Delivery Optimization Peer-to-Peer - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"ms-do","7680","UDP","Microsoft Delivery Optimization Peer-to-Peer - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"dmt","7683","TCP","Cleondris DMT - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7683","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"bolt","7687","TCP","Bolt database connection - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7687","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"collaber","7689","TCP","Collaber Network Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"collaber","7689","UDP","Collaber Network Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sovd","7690","TCP","Service-Oriented Vehicle Diagnostics - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7690","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"klio","7697","TCP","KLIO communications - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"klio","7697","UDP","KLIO communications - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"em7-secom","7700","TCP","EM7 Secure Communications - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7700","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","7701","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7701","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"nfapi","7701","SCTP","SCF nFAPI defining MAC/PHY split - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Encrypt connections and restrict access to trusted networks.","No immediate threat, but stay alert."
"sync-em7","7707","TCP","EM7 Dynamic Updates - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sync-em7","7707","UDP","EM7 Dynamic Updates - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"scinet","7708","TCP","scientia.net - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"scinet","7708","UDP","scientia.net - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"medimageportal","7720","TCP","MedImage Portal - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"medimageportal","7720","UDP","MedImage Portal - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"nsdeepfreezectl","7724","TCP","Novell Snap-in Deep Freeze Control - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"nsdeepfreezectl","7724","UDP","Novell Snap-in Deep Freeze Control - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"nitrogen","7725","TCP","Nitrogen Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"nitrogen","7725","UDP","Nitrogen Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"freezexservice","7726","TCP","FreezeX Console Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"freezexservice","7726","UDP","FreezeX Console Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"trident-data","7727","TCP","Trident Systems Data - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"trident-data","7727","UDP","Trident Systems Data - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"osvr","7728","TCP","Open-Source Virtual Reality - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"osvr","7728","UDP","Open-Source Virtual Reality - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"osvr","7728","SCTP","Open-Source Virtual Reality - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Encrypt connections and restrict access to trusted networks.","No immediate threat, but stay alert."
"smip","7734","TCP","Smith Protocol over IP - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"smip","7734","UDP","Smith Protocol over IP - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"aiagent","7738","TCP","HP Enterprise Discovery Agent - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"aiagent","7738","UDP","HP Enterprise Discovery Agent - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"scriptview","7741","TCP","ScriptView Network - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"scriptview","7741","UDP","ScriptView Network - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"msss","7742","TCP","Mugginsoft Script Server Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7742","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sstp-1","7743","TCP","Sakura Script Transfer Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sstp-1","7743","UDP","Sakura Script Transfer Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"raqmon-pdu","7744","TCP","RAQMON PDU - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"raqmon-pdu","7744","UDP","RAQMON PDU - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"prgp","7747","TCP","Put/Run/Get Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"prgp","7747","UDP","Put/Run/Get Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"inetfs","7775","TCP","A File System using TLS over a wide area network - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","7775","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"cbt","7777","TCP","cbt - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"cbt","7777","UDP","cbt - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"interwise","7778","TCP","Interwise - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"interwise","7778","UDP","Interwise - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"vstat","7779","TCP","VSTAT - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"vstat","7779","UDP","VSTAT - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"accu-lmgr","7781","TCP","accu-lmgr - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"accu-lmgr","7781","UDP","accu-lmgr - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"s-bfd","7784","UDP","Seamless Bidirectional Forwarding Detection (S-BFD) - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","7784","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"minivend","7786","TCP","MINIVEND - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"minivend","7786","UDP","MINIVEND - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"popup-reminders","7787","TCP","Popup Reminders Receive - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"popup-reminders","7787","UDP","Popup Reminders Receive - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"office-tools","7789","TCP","Office Tools Pro Receive - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"office-tools","7789","UDP","Office Tools Pro Receive - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"q3ade","7794","TCP","Q3ADE Cluster Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"q3ade","7794","UDP","Q3ADE Cluster Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pnet-conn","7797","TCP","Propel Connector port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pnet-conn","7797","UDP","Propel Connector port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pnet-enc","7798","TCP","Propel Encoder port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pnet-enc","7798","UDP","Propel Encoder port - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"altbsdp","7799","TCP","Alternate BSDP Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"altbsdp","7799","UDP","Alternate BSDP Service - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"asr","7800","TCP","Apple Software Restore - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"asr","7800","UDP","Apple Software Restore - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"ssp-client","7801","TCP","Secure Server Protocol - client - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"ssp-client","7801","UDP","Secure Server Protocol - client - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"vns-tp","7802","UDP","Virtualized Network Services Tunnel Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","7802","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
